1,0.028361
2,0.026664
3,0.028181
4,0.029105
5,0.028085
6,0.027091
7,0.026508
8,0.026510
9,0.026501
10,0.027067
11,0.028949
12,0.029077
13,0.027096
14,0.026716
15,0.027047
16,0.026613
17,0.027157
18,0.026728
19,0.027329
20,0.026692
21,0.027134
22,0.028340
23,0.026746
24,0.027048
25,0.027131
26,0.026836
27,0.026524
28,0.026821
29,0.026700
30,0.026961
31,0.026819
32,0.026512
33,0.027028
34,0.026641
35,0.027048
36,0.026480
37,0.026486
38,0.026787
39,0.026658
40,0.026445
41,0.026484
42,0.026897
43,0.026422
44,0.026883
45,0.026583
46,0.026414
47,0.026681
48,0.026471
49,0.026509
50,0.026529
51,0.027034
52,0.026882
53,0.026825
54,0.026752
55,0.026808
56,0.027260
57,0.026774
58,0.026773
59,0.027304
60,0.026716
61,0.027236
62,0.027110
63,0.026472
64,0.026472
65,0.026668
66,0.026448
67,0.026585
68,0.027017
69,0.027002
70,0.027112
71,0.026561
72,0.026434
73,0.026416
74,0.026932
75,0.026368
76,0.026444
77,0.026913
78,0.026714
79,0.026986
80,0.027138
81,0.027049
82,0.026679
83,0.026823
84,0.027997
85,0.027275
86,0.027047
87,0.027004
88,0.026450
89,0.026449
90,0.026503
91,0.026442
92,0.026785
93,0.027076
94,0.026592
95,0.026579
96,0.027103
97,0.027065
98,0.026586
99,0.027829
100,0.026503
