image,threads,mean_exec_time,ci_low,ci_high
4096,4,0.1716021515151515,0.16986947662916152,0.1733348264011415
4096,5,0.14223865656565657,0.13990422620074341,0.14457308693056972
4096,6,0.12676374747474747,0.12301666050305729,0.13051083444643766
4096,7,0.11364815151515151,0.1096368343119553,0.11765946871834772
4096,8,0.11084638383838383,0.10645862460484024,0.11523414307192742
4096,9,0.12328742424242423,0.12110922589495844,0.12546562258989
4096,10,0.11381722222222224,0.11137725281912393,0.11625719162532054
4096,11,0.10992800000000001,0.1067654631879358,0.11309053681206423
4096,12,0.10658944444444447,0.10348317536726767,0.10969571352162127
4096,13,0.10861318181818183,0.10537356406661119,0.11185279956975247
4096,14,0.10847615151515151,0.10567771819005348,0.11127458484024955
4096,15,0.10660543434343434,0.1034169910584258,0.10979387762844287
4096,16,0.10757984848484846,0.10453403286041874,0.11062566410927818
