1,0.002454
2,0.002372
3,0.002090
4,0.002140
5,0.002101
6,0.002083
7,0.002154
8,0.002120
9,0.002093
10,0.002121
11,0.002085
12,0.002096
13,0.002081
14,0.002086
15,0.002080
16,0.002084
17,0.002075
18,0.002655
19,0.002672
20,0.002658
21,0.002653
22,0.002673
23,0.002649
24,0.002087
25,0.002089
26,0.002077
27,0.002082
28,0.002099
29,0.002105
30,0.001880
31,0.001934
32,0.001832
33,0.001918
34,0.001912
35,0.001914
36,0.001291
37,0.001296
38,0.001299
39,0.001290
40,0.001290
41,0.001297
42,0.001293
43,0.001292
44,0.001308
45,0.002089
46,0.001290
47,0.001288
48,0.001286
49,0.001291
50,0.001292
51,0.001292
52,0.001309
53,0.001293
54,0.001295
55,0.001298
56,0.001299
57,0.001303
58,0.001293
59,0.001294
60,0.001294
61,0.001298
62,0.001291
63,0.001304
64,0.001288
65,0.001295
66,0.001302
67,0.001436
68,0.001293
69,0.001916
70,0.001298
71,0.001901
72,0.001318
73,0.001904
74,0.001347
75,0.001288
76,0.001295
77,0.001286
78,0.001285
79,0.001299
80,0.001297
81,0.001314
82,0.001282
83,0.001290
84,0.001290
85,0.001289
86,0.001301
87,0.001298
88,0.001290
89,0.001287
90,0.001290
91,0.001285
92,0.001290
93,0.001293
94,0.001286
95,0.001290
96,0.001292
97,0.001290
98,0.001295
99,0.001291
100,0.001291
