1,0.012674
2,0.012358
3,0.013300
4,0.012324
5,0.011748
6,0.011949
7,0.012095
8,0.011947
9,0.011743
10,0.012304
11,0.012088
12,0.011784
13,0.013062
14,0.011689
15,0.012269
16,0.012135
17,0.012278
18,0.012094
19,0.011813
20,0.012100
21,0.012107
22,0.012017
23,0.012130
24,0.012003
25,0.011731
26,0.011960
27,0.011725
28,0.011927
29,0.011952
30,0.011972
31,0.011753
32,0.011958
33,0.011959
34,0.011734
35,0.011761
36,0.011731
37,0.012049
38,0.012206
39,0.011742
40,0.011750
41,0.011925
42,0.011931
43,0.011846
44,0.011935
45,0.011762
46,0.011937
47,0.011750
48,0.011747
49,0.011785
50,0.011963
51,0.011751
52,0.011950
53,0.011978
54,0.011936
55,0.011950
56,0.011922
57,0.011979
58,0.011745
59,0.012052
60,0.011771
61,0.011755
62,0.011944
63,0.011930
64,0.011766
65,0.011741
66,0.011744
67,0.011769
68,0.011770
69,0.011971
70,0.012132
71,0.011684
72,0.012139
73,0.011858
74,0.011723
75,0.011803
76,0.012417
77,0.012752
78,0.012136
79,0.012013
80,0.012167
81,0.011877
82,0.011964
83,0.012128
84,0.011717
85,0.011890
86,0.011111
87,0.011841
88,0.011740
89,0.012202
90,0.011722
91,0.012255
92,0.011694
93,0.011741
94,0.010160
95,0.011963
96,0.011890
97,0.011750
98,0.011759
99,0.012121
100,0.012109
