1,0.012575
2,0.012537
3,0.015727
4,0.014717
5,0.014741
6,0.012217
7,0.012372
8,0.013082
9,0.012620
10,0.014626
11,0.012383
12,0.013435
13,0.012422
14,0.014372
15,0.014415
16,0.017133
17,0.012392
18,0.012531
19,0.012668
20,0.016276
21,0.016534
22,0.018557
23,0.015687
24,0.012407
25,0.012348
26,0.012978
27,0.017873
28,0.012525
29,0.012480
30,0.017313
31,0.012593
32,0.012785
33,0.013123
34,0.014027
35,0.012487
36,0.017805
37,0.015342
38,0.015583
39,0.017976
40,0.016810
41,0.015983
42,0.016510
43,0.012886
44,0.015128
45,0.014866
46,0.014087
47,0.012434
48,0.013546
49,0.014764
50,0.014768
51,0.014797
52,0.015009
53,0.017135
54,0.015307
55,0.015427
56,0.016620
57,0.016565
58,0.015143
59,0.015061
60,0.016200
61,0.014325
62,0.015967
63,0.016785
64,0.016068
65,0.016621
66,0.016461
67,0.017722
68,0.015147
69,0.012446
70,0.012695
71,0.017501
72,0.017334
73,0.018907
74,0.013594
75,0.015909
76,0.018889
77,0.018993
78,0.015205
79,0.017286
80,0.019604
81,0.015453
82,0.017719
83,0.016216
84,0.016817
85,0.016274
86,0.018850
87,0.017087
88,0.016081
89,0.015863
90,0.014394
91,0.017510
92,0.015414
93,0.016756
94,0.015265
95,0.018091
96,0.016368
97,0.016431
98,0.012436
99,0.015026
100,0.015566
