1,0.059306
2,0.065021
3,0.055814
4,0.055846
5,0.056117
6,0.058236
7,0.057439
8,0.058081
9,0.058517
10,0.056170
11,0.059127
12,0.057743
13,0.057409
14,0.060854
15,0.055431
16,0.057985
17,0.060181
18,0.058694
19,0.056639
20,0.056199
21,0.060435
22,0.056254
23,0.055766
24,0.060535
25,0.060667
26,0.058328
27,0.059269
28,0.064696
29,0.063929
30,0.056712
31,0.059687
32,0.059813
33,0.059949
34,0.056441
35,0.056166
36,0.059518
37,0.056546
38,0.056496
39,0.060786
40,0.059741
41,0.061778
42,0.059621
43,0.058405
44,0.062222
45,0.065712
46,0.054998
47,0.058414
48,0.057455
49,0.059034
50,0.054427
51,0.055948
52,0.055977
53,0.056428
54,0.056660
55,0.063527
56,0.059961
57,0.056080
58,0.059150
59,0.060167
60,0.056182
61,0.062361
62,0.061673
63,0.055041
64,0.056261
65,0.055841
66,0.058558
67,0.060780
68,0.056859
69,0.056707
70,0.063421
71,0.092758
72,0.056253
73,0.057586
74,0.060707
75,0.057077
76,0.055463
77,0.057158
78,0.060276
79,0.060396
80,0.057633
81,0.057140
82,0.058313
83,0.061928
84,0.057264
85,0.060024
86,0.060658
87,0.064031
88,0.064168
89,0.055562
90,0.062612
91,0.055546
92,0.055169
93,0.056886
94,0.056716
95,0.068220
96,0.055224
97,0.059902
98,0.060604
99,0.057152
100,0.058224
