1,0.001065
2,0.000906
3,0.001047
4,0.000950
5,0.000944
6,0.000914
7,0.000993
8,0.000948
9,0.000997
10,0.000876
11,0.000977
12,0.000872
13,0.000871
14,0.001048
15,0.001014
16,0.000885
17,0.001005
18,0.001009
19,0.001120
20,0.001006
21,0.000961
22,0.000974
23,0.000987
24,0.000983
25,0.001066
26,0.000924
27,0.000893
28,0.000997
29,0.000859
30,0.000974
31,0.000807
32,0.001238
33,0.000949
34,0.000913
35,0.001013
36,0.000995
37,0.000836
38,0.000928
39,0.001011
40,0.001102
41,0.000849
42,0.000940
43,0.001092
44,0.001077
45,0.000851
46,0.000943
47,0.000959
48,0.001048
49,0.000919
50,0.000926
51,0.000973
52,0.001143
53,0.000937
54,0.001035
55,0.000999
56,0.000914
57,0.001209
58,0.001013
59,0.000865
60,0.001116
61,0.000999
62,0.000975
63,0.000927
64,0.000937
65,0.000860
66,0.000870
67,0.000982
68,0.001103
69,0.000980
70,0.001029
71,0.001029
72,0.000944
73,0.001019
74,0.001133
75,0.000934
76,0.001103
77,0.000951
78,0.000973
79,0.000900
80,0.000851
81,0.000859
82,0.000900
83,0.001075
84,0.000946
85,0.001003
86,0.000902
87,0.000905
88,0.000999
89,0.000994
90,0.001176
91,0.000977
92,0.000855
93,0.001025
94,0.000932
95,0.000835
96,0.000979
97,0.000910
98,0.001234
99,0.000911
100,0.000863
